Block,Round,Control?,Folder,Role,Round_start_time,Round_end_time,round_duration,completion_status,image_1,image_2,image_3,image_4,image_5,image_6,box_1_input,box_1_rt,box_2_input,box_2_rt,box_3_input,box_3_rt,box_4_input,box_4_rt,box_5_input,box_5_rt,box_6_input,box_6_rt
1,1,False,easyC,guessor,12:06:29,12:08:30,120.01,completed,11.png,21.png,54.png,10.png,42.png,7.png,['1'],['12:06:32'],['2'],['12:06:33'],"['2', '3']","['12:06:42', '12:06:44']",['5'],['12:06:49'],['4'],['12:06:50'],['6'],['12:06:51']
N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,early_exit,,,,,,,,,,,,,,,,,,
